step,arc,vx,accept_0,accept_1,accept_2,accept_mean,dS_p10_0,dS_p10_1,dS_p10_2,dS_p10_mean,dS_p50_0,dS_p50_1,dS_p50_2,dS_p50_mean,d_cost_0,d_cost_1,d_cost_2,d_cost_mean,ess_final,ess_post_0,ess_post_1,ess_post_2,ess_post_mean,ess_pre_0,ess_pre_1,ess_pre_2,ess_pre_mean,evolve_attract_ess_0,evolve_attract_ess_1,evolve_attract_ess_2,evolve_attract_ess_mean,sigma_S_0,sigma_S_1,sigma_S_2,sigma_S_mean,sigma_S_bulk_0,sigma_S_bulk_1,sigma_S_bulk_2,sigma_S_bulk_mean,unique_anc0,w_max
228,4370.82,-25.0504,0.614,0.478,0.716,0.602667,585.364,2.0197e+07,5.59805e+07,2.53927e+07,1690.82,2.41944e+08,1.45501e+08,1.29149e+08,-9.81763e+07,-1.50117e+07,-2.59714e+07,-4.63865e+07,1,379.118,202.026,1,194.048,19.0673,6.12977,1,8.73237,32.1122,4.10098,1,12.4044,8.48892e+07,5.72607e+08,9.89129e+08,5.48875e+08,383.613,6.12119e+07,2.38601e+07,2.83575e+07,9,1
229,4368.91,-24.8555,0.59,0.526,0.776,0.630667,671.62,2.8034e+07,2.98973e+07,1.93106e+07,2000.13,3.11308e+08,5.14585e+07,1.20923e+08,-9.81953e+07,-8.24578e+06,-1.41303e+07,-4.01905e+07,1,418.744,123.913,1,181.219,11.7613,6.36702,1,6.3761,29.889,7.12938,1.19952,12.7393,1.09784e+08,1.85033e+08,1.52278e+08,1.49031e+08,472.667,1.14442e+08,9.94718e+06,4.14633e+07,5,1
230,4367.01,-24.6683,0.652,0.602,0.658,0.637333,649.541,1.3457e+08,1.23238e+07,4.89648e+07,1648.14,4.02081e+08,1.55247e+08,1.85777e+08,-1.08899e+08,-1.32051e+07,-2.10664e+07,-4.77235e+07,1,376.377,133.6,1,170.326,12.3211,1.099,1,4.80669,33.3291,1.1765,1,11.8352,8.25342e+07,1.74216e+08,6.64174e+08,3.06974e+08,361.84,1.20826e+08,3.32457e+07,5.13573e+07,6,1
231,4367.01,-24.7665,0.612,0.498,0.738,0.616,656.431,1.39055e+08,3.753e+06,4.76029e+07,1665.06,5.1374e+08,3.17982e+08,2.77241e+08,-7.96422e+07,-9.76717e+06,-1.47499e+07,-3.47198e+07,1,283.825,118,1,134.275,13.833,1,1,5.27766,34.8605,1,1,12.2868,1.71591e+08,1.84917e+08,5.32734e+08,2.96414e+08,361.732,1.44163e+08,6.80442e+07,7.07357e+07,5,1
232,4365.1,-24.9273,0.628,0.558,0.704,0.63,678.992,8.0033e+07,1.70868e+06,2.72475e+07,1566.31,4.64581e+08,1.05075e+08,1.89886e+08,-1.22865e+08,-1.28762e+07,-1.02869e+07,-4.8676e+07,1,365.16,126.902,1,164.354,11.3628,1.09019,1,4.48432,28.8112,1.14714,1,10.3194,1.62792e+08,2.13452e+08,1.83682e+08,1.86642e+08,320.549,1.42437e+08,2.19447e+07,5.47939e+07,5,1
233,4363.2,-24.9276,0.614,0.572,0.698,0.628,572.841,1.65709e+07,4.08114e+06,6.88419e+06,1397.97,3.80647e+08,6.61055e+07,1.48918e+08,-1.16855e+08,-1.27703e+07,-1.10407e+07,-4.68888e+07,1,433.823,140.108,1,191.644,23.0114,4.32441,1,9.44528,33.8533,7.65913,1,14.1708,1.684e+08,2.48389e+08,1.34779e+08,1.83856e+08,299.925,1.37954e+08,2.31645e+07,5.37062e+07,7,1
234,4363.2,-25.0469,0.598,0.552,0.658,0.602667,695.917,1.76473e+07,9.48922e+06,9.04572e+06,1364.09,2.51575e+08,2.41321e+08,1.64299e+08,-5.6644e+07,-1.15336e+07,-7.69391e+06,-2.52905e+07,1,328.566,122.066,1,150.544,10.1964,1.83019,1,4.3422,44.6543,2.56303,1,16.0724,1.33261e+08,2.1957e+08,2.92179e+08,2.15004e+08,269.881,8.10896e+07,4.80675e+07,4.30525e+07,5,1
235,4361.29,-24.854,0.578,0.554,0.616,0.582667,849.034,5.63478e+07,399.913,1.8783e+07,1588.59,5.14854e+08,2.49918e+08,2.54924e+08,-5.55397e+07,-1.18462e+07,-9.736e+06,-2.57073e+07,35.9905,77.4738,119,35.9905,77.4881,3.14752,3.74007,35.9904,14.2927,41.0435,3.17426,12.6772,18.965,9.86017e+07,2.5276e+08,3.14142e+08,2.21835e+08,293.191,1.63797e+08,6.68914e+07,7.68963e+07,7,0.0801755
236,4361.29,-24.6683,0.602,0.582,0.75,0.644667,515.458,1.17292e+08,6.79722e+06,4.13632e+07,1601.9,6.19064e+08,3.86765e+07,2.19247e+08,-5.19277e+07,-1.28712e+07,-1.5468e+07,-2.67556e+07,1,409.854,139.615,1,183.49,27.1522,1.08588,1,9.74603,28.5631,1.29261,1.16316,10.3396,1.7265e+08,3.2411e+08,3.19082e+08,2.71947e+08,318.112,2.01116e+08,1.09405e+07,7.06856e+07,6,1
237,4359.39,-24.8067,0.548,0.582,0.682,0.604,600.356,3114.22,2.01849e+07,6.72955e+06,1423.28,2.9699e+08,8.91195e+07,1.28704e+08,-4.54338e+07,-1.21054e+07,-2.20221e+07,-2.65204e+07,1,420.08,119,1,180.027,15.9743,5.84141,1,7.60523,33.9636,14.0667,1,16.3434,1.4578e+08,2.87686e+08,7.07833e+07,1.68083e+08,300.381,8.68964e+07,2.24626e+07,3.64531e+07,5,1
238,4357.48,-24.9948,0.534,0.52,0.688,0.580667,439.583,4.76643e+07,5.94784e+07,3.57144e+07,1076.03,6.18617e+08,2.26406e+08,2.81675e+08,-6.09902e+07,-1.00775e+07,-3.57756e+07,-3.56144e+07,1,426.437,119.179,1,182.205,42.9706,3.49187,1,15.8208,36.5365,6.00346,1,14.5133,1.45851e+08,3.01947e+08,2.46067e+08,2.31288e+08,234.306,1.99087e+08,4.1318e+07,8.01351e+07,5,1
239,4357.48,-25.1834,0.502,0.528,0.678,0.569333,449.367,4.97402e+06,7.54956e+06,4.17468e+06,1002.39,4.23109e+08,4.17255e+08,2.80122e+08,-2.4502e+07,-7.24407e+06,-1.46109e+07,-1.54523e+07,5.02903,449.472,119.222,5.02903,191.241,38.2291,12.5059,5.02903,18.588,44.1726,6.4219,1,17.1982,1.68329e+08,2.70012e+08,2.62273e+08,2.33538e+08,221.645,1.55436e+08,1.86638e+08,1.14025e+08,7,0.326017
240,4355.57,-25.0271,0.556,0.582,0.764,0.634,500.082,2.372e+07,2.75289e+07,1.70831e+07,1190.28,3.60726e+08,2.146e+08,1.91776e+08,-3.18002e+07,-9.1902e+06,-2.50863e+07,-2.20256e+07,1,467.962,133.028,1,200.663,30.5376,27.323,1,19.6202,42.6119,8.28213,1,17.298,1.23511e+08,2.42164e+08,3.53345e+08,2.39673e+08,235.11,1.13741e+08,4.34146e+07,5.23854e+07,6,1
241,4353.66,-24.845,0.532,0.51,0.714,0.585333,784.892,8.97794e+07,2.44112e+08,1.11297e+08,1335.51,3.41993e+08,3.4501e+08,2.29002e+08,-2.73674e+07,-9.6619e+06,-4.7386e+07,-2.81384e+07,1,279.563,332.79,1,204.451,5.58581,1.88144,1,2.82242,45.8576,2.15826,1,16.3386,1.09499e+08,2.72512e+08,1.94496e+08,1.92169e+08,225.626,8.58648e+07,4.20903e+07,4.26517e+07,7,1
242,4353.66,-24.9956,0.612,0.508,0.736,0.618667,678.093,1877.87,1.52751e+08,5.09177e+07,1327.06,2.34619e+08,2.89474e+08,1.74698e+08,-2.43277e+07,-5.59196e+06,-2.71379e+07,-1.90192e+07,1,402.525,119.04,1,174.188,11.4991,3.47608,1,5.32507,39.4007,14.243,1,18.2146,1.59445e+08,2.90392e+08,2.84273e+08,2.44703e+08,272.2,7.69847e+07,3.9369e+07,3.87847e+07,6,1
243,4351.76,-25.1472,0.576,0.512,0.754,0.614,495.003,4.91839e+07,3.60637e+07,2.8416e+07,1227.56,4.9569e+08,3.24883e+08,2.73525e+08,-4.14757e+07,-7.08388e+06,-2.78134e+07,-2.54577e+07,1,440.391,118.032,1,186.475,30.1775,2.70632,1,11.2946,29.9616,2.15762,1,11.0397,1.43625e+08,2.96623e+08,1.40026e+08,1.93425e+08,268.32,1.48734e+08,1.24347e+08,9.10271e+07,5,1
244,4349.85,-24.9366,0.554,0.568,0.782,0.634667,742.683,1.58465e+07,5.03374e+07,2.20615e+07,1726.41,4.46789e+08,3.51919e+08,2.66237e+08,-4.19933e+07,-1.07888e+07,-3.50995e+07,-2.92938e+07,1,351.025,119.001,1,157.009,5.61399,3.72645,1,3.44681,31.0222,3.28754,1,11.7699,1.11621e+08,3.27117e+08,1.87216e+08,2.08652e+08,348.175,1.29826e+08,1.37809e+08,8.92117e+07,5,1
245,4349.85,-24.9647,0.562,0.602,0.692,0.618667,886.664,1142.67,9.09952e+07,3.03324e+07,3.35537e+06,3.19729e+08,6.15205e+08,3.12763e+08,-6.27697e+07,-8.4361e+06,-3.15027e+07,-3.42361e+07,1,324.649,127.347,1,150.999,5.44603,5.44025,1,3.96209,18.6656,14.1118,1,11.2591,1.30857e+08,3.26848e+08,3.19165e+08,2.58957e+08,644173,7.35464e+07,2.17491e+08,9.72272e+07,5,1
246,4347.95,-24.8769,0.558,0.516,0.75,0.608,624.053,2739.31,6.55695e+07,2.18576e+07,1.15357e+07,6.34633e+08,2.06537e+08,2.84235e+08,-8.51336e+07,-1.22687e+07,-3.93092e+07,-4.55705e+07,1,356.623,119,1,158.874,15.5011,29.8364,1,15.4458,18.102,8.5798,1,9.22727,1.14246e+08,3.5296e+08,3.3183e+08,2.66346e+08,2.1603e+06,2.42158e+08,4.81907e+07,9.7503e+07,6,1
247,4346.05,-25.0106,0.558,0.504,0.75,0.604,614.024,4.7462e+07,8.05992e+07,4.26873e+07,1.0338e+07,5.53924e+08,2.2051e+08,2.61591e+08,-8.49031e+07,-9.6198e+06,-3.28212e+07,-4.2448e+07,1,324.836,119.054,1,148.297,20.2692,1.53946,1,7.60289,17.5632,3.90552,1,7.48957,9.46627e+07,3.3622e+08,3.83751e+08,2.71545e+08,2.08241e+06,2.05626e+08,5.20025e+07,8.65704e+07,5,1
248,4346.05,-24.7418,0.56,0.474,0.71,0.581333,966.119,1169.21,1.92474e+08,6.41588e+07,2.40197e+07,3.21714e+08,5.02987e+08,2.82907e+08,-1.04388e+08,-8.36627e+06,-4.1836e+07,-5.15301e+07,1,384.253,26.2126,1,137.155,10.64,1.11097,1,4.25032,13.7936,14.6531,1,9.81556,1.18567e+08,2.76827e+08,3.52668e+08,2.49354e+08,6.63081e+06,1.08054e+08,8.06226e+07,6.51023e+07,5,1
249,4344.15,-24.7608,0.536,0.508,0.65,0.564667,1165.9,1.71245e+08,2598.81,5.70829e+07,3.809e+07,4.70512e+08,8.68514e+07,1.98484e+08,-1.09709e+08,-1.20839e+07,-1.46773e+07,-4.549e+07,3.1319,68.8647,119.541,3.1319,63.8459,2.80099,1.04603,3.13249,2.3265,13.5222,1.42151,4.42699,6.45689,1.29088e+08,2.72006e+08,2.91756e+08,2.3095e+08,9.45062e+06,1.23249e+08,2.39795e+07,5.22264e+07,6,0.399586
250,4342.25,-24.8299,0.56,0.534,0.782,0.625333,1196.74,2.09172e+08,5709,6.97265e+07,5.18628e+07,5.06311e+08,3.24579e+08,2.94251e+08,-1.12873e+08,-1.35675e+07,-2.02258e+07,-4.88887e+07,1.02167,345.368,119,1.02167,155.13,4.20104,1,1.02168,2.07424,11.8188,1,2.00377,4.94086,1.31502e+08,1.9459e+08,2.35415e+08,1.87169e+08,1.39156e+07,1.56388e+08,6.81156e+07,7.94729e+07,5,0.989293
251,4342.25,-24.6066,0.558,0.51,0.658,0.575333,1193.79,1.01157e+08,9.72064e+06,3.69597e+07,4.58683e+07,5.30446e+08,4.60992e+08,3.45769e+08,-1.28839e+08,-1.29645e+07,-3.38083e+07,-5.85373e+07,1,320.294,119.491,1,146.928,7.62396,1.3642,1,3.32939,11.6225,2.32961,1,4.98404,1.35849e+08,2.63244e+08,3.82248e+08,2.60447e+08,1.2769e+07,1.92095e+08,1.51544e+08,1.18803e+08,6,1
252,4340.35,-24.4926,0.544,0.522,0.654,0.573333,1590.92,386.958,1.80666e+08,6.02227e+07,6.45429e+07,9.38706e+06,1.04916e+09,3.74364e+08,-1.35832e+08,-8.40343e+06,-3.04101e+07,-5.82153e+07,1,167.922,129.898,1,99.6068,1.65096,48.3341,1,16.995,13.465,35.6393,1,16.7014,1.62269e+08,2.45263e+08,5.45701e+08,3.17744e+08,1.71239e+07,1.95266e+06,2.57719e+08,9.22651e+07,7,1
253,4338.45,-24.5651,0.568,0.644,0.714,0.642,1626.06,2.21754e+07,3.86872e+07,2.02881e+07,7.684e+07,1.23186e+08,1.78579e+08,1.26201e+08,-1.39005e+08,-1.67259e+07,-2.29717e+07,-5.95675e+07,1,272.859,119,1,130.953,3.44543,1,1,1.81514,8.76442,1,1,3.58814,1.63774e+08,2.55222e+08,2.09602e+08,2.09532e+08,2.11894e+07,3.64057e+07,3.28315e+07,3.01422e+07,5,1
254,4338.45,-24.6455,0.574,0.656,0.798,0.676,1998.26,2.00866e+07,1.21586e+07,1.07491e+07,5.08851e+07,6.36549e+07,1.61424e+09,5.76261e+08,-1.38544e+08,-1.60578e+07,-4.2776e+07,-6.57927e+07,1,145.614,119,1,88.538,1.94599,1,1,1.31533,9.97651,1,1,3.99217,1.69537e+08,1.02931e+08,8.78558e+08,3.83675e+08,1.48253e+07,1.51457e+07,7.36465e+08,2.55479e+08,5,1
255,4336.55,-24.4231,0.552,0.56,0.718,0.61,2487.81,1.26305e+08,3.78393e+08,1.68233e+08,6.65317e+07,1.99285e+08,5.47386e+08,2.71068e+08,-1.1919e+08,-1.4837e+07,-4.88414e+07,-6.0956e+07,1,127.371,119,1,82.4571,1.07183,1,1,1.02394,7.12724,1,1,3.04241,1.5872e+08,2.31754e+08,6.28805e+08,3.3976e+08,1.85155e+07,3.4793e+07,1.4716e+08,6.6823e+07,5,1
256,4334.65,-24.3823,0.518,0.582,0.822,0.640667,2206.61,5.7816e+07,2.28066e+07,2.68749e+07,6.14871e+07,1.22816e+08,3.45383e+08,1.76562e+08,-1.12625e+08,-1.77057e+07,-2.25784e+07,-5.09697e+07,1,142.715,119,1,87.5718,1.21982,1,1,1.07327,8.48498,1,1,3.49499,1.69047e+08,2.1354e+08,1.79091e+08,1.87226e+08,1.77248e+07,2.84485e+07,6.63815e+07,3.75183e+07,5,1
257,4334.65,-24.4203,0.552,0.56,0.778,0.63,2022.49,5.78542e+07,6.4559e+06,2.14374e+07,6.35031e+07,1.66968e+08,4.0704e+08,2.12504e+08,-1.09854e+08,-2.9151e+07,-2.00427e+07,-5.3016e+07,1,128.115,119,1,82.7049,1.92282,1,1,1.30761,9.12728,1,1,3.70909,1.90862e+08,3.03241e+08,1.21093e+09,5.68346e+08,1.80047e+07,4.27547e+07,1.53941e+08,7.15667e+07,5,1
258,4332.75,-24.429,0.58,0.656,0.666,0.634,2515.57,250.096,1.982e+07,6.60759e+06,6.4708e+07,6.02949e+07,1.13995e+09,4.21651e+08,-1.16182e+08,-1.40406e+07,-1.66426e+07,-4.89552e+07,1,122.384,119.059,1,80.8143,1.08952,54.9855,1,19.025,7.95116,6.98401,1,5.31172,1.81415e+08,2.64915e+08,1.03371e+09,4.93346e+08,1.79785e+07,2.05225e+07,5.4119e+08,1.9323e+08,5,1
259,4330.85,-24.1193,0.52,0.55,0.656,0.575333,1708.03,7.94216e+07,196.586,2.64745e+07,6.57067e+07,1.53525e+08,4.78582e+08,2.32604e+08,-9.67047e+07,-3.0305e+07,-2.32245e+07,-5.00781e+07,86.9593,310.213,119,86.9593,172.058,3.23678,1,86.9593,30.3987,10.6207,1,24.483,12.0346,1.66913e+08,1.00637e+08,4.86328e+08,2.51293e+08,1.80514e+07,3.73306e+07,2.21817e+08,9.23995e+07,5,0.0289778
260,4330.85,-24.0752,0.578,0.606,0.72,0.634667,2186.53,6.22387e+07,2.8741e+07,3.03273e+07,9.04831e+07,2.81342e+08,2.18893e+08,1.96906e+08,-1.05457e+08,-2.70507e+07,-4.28491e+07,-5.84522e+07,1,125.234,119,1,81.7446,1.11186,1,1,1.03729,10.5492,1,1,4.18307,2.05483e+08,2.43325e+08,7.15627e+08,3.88145e+08,2.88139e+07,8.39464e+07,4.53892e+07,5.27165e+07,5,1
261,4328.96,-23.7533,0.57,0.708,0.708,0.662,1577.45,2.74171e+07,2.83305e+07,1.8583e+07,2.97162e+07,2.52359e+08,1.18604e+09,4.89371e+08,-9.05222e+07,-2.3419e+07,-4.97681e+07,-5.45698e+07,1,190.445,119,1,103.482,1.82314,1,1,1.27438,13.3284,1,1,5.10946,1.86264e+08,2.91615e+08,6.20552e+08,3.66144e+08,7.18977e+06,5.11046e+07,3.29408e+08,1.29234e+08,5,1
262,4327.06,-23.7599,0.53,0.724,0.718,0.657333,1677.83,1.30406e+08,4.21897e+07,5.75323e+07,4.55569e+07,3.64683e+08,1.61724e+09,6.75827e+08,-9.13646e+07,-4.34281e+07,-4.35824e+07,-5.94584e+07,1,306.564,119,1,142.188,4.20649,1,1,2.06883,9.92238,1,1,3.97413,1.76572e+08,2.41598e+08,1.34442e+09,5.87529e+08,1.39139e+07,9.06163e+07,7.25343e+08,2.76624e+08,5,1
263,4327.06,-23.808,0.584,0.576,0.74,0.633333,1373.67,2.69945e+08,2.48468e+07,9.82643e+07,7.81265e+07,4.82298e+08,1.05676e+09,5.39061e+08,-9.53744e+07,-2.67956e+07,-4.66853e+07,-5.62851e+07,1,328.138,119,1,149.379,4.32407,1,1,2.10802,12.4309,1,1,4.81031,1.85934e+08,2.50344e+08,1.02631e+09,4.87528e+08,2.29136e+07,1.04676e+08,4.02037e+08,1.76542e+08,5,1
264,4325.16,-23.5147,0.636,0.662,0.736,0.678,1685.84,1.58507e+08,2.55953e+07,6.13679e+07,7.13596e+07,3.59056e+08,1.11696e+09,5.1579e+08,-9.93531e+07,-4.92868e+07,-3.92795e+07,-6.26398e+07,1,211.339,119,1,110.446,3.50152,1,1,1.83384,8.17765,1,1,3.39255,1.77893e+08,3.58634e+08,5.95463e+08,3.7733e+08,2.14844e+07,6.36278e+07,2.65974e+08,1.17029e+08,5,1
265,4323.26,-23.5193,0.608,0.638,0.774,0.673333,1258.62,5.33012e+07,2.24128e+07,2.52384e+07,3.05955e+07,4.16567e+08,1.16377e+09,5.36978e+08,-7.50493e+07,-4.95585e+07,-3.73407e+07,-5.39828e+07,1,320.62,119,1,146.873,6.60998,1,1,2.86999,14.0905,1,1,5.36349,1.80936e+08,3.02571e+08,1.09591e+09,5.26471e+08,8.26034e+06,1.34477e+08,5.23338e+08,2.22025e+08,5,1
266,4323.26,-23.1496,0.586,0.508,0.776,0.623333,944.801,1.76837e+08,7.45423e+07,8.37934e+07,2.85511e+07,1.16976e+09,6.75925e+08,6.24746e+08,-7.13561e+07,-3.55349e+07,-6.50578e+07,-5.73163e+07,1,420.922,118,1,179.974,11.9335,1,1,4.64451,13.5491,1,1,5.18305,1.58551e+08,4.41375e+08,9.37105e+08,5.12344e+08,7.91493e+06,3.85995e+08,2.64746e+08,2.19552e+08,5,1
267,4321.36,-23.2516,0.578,0.636,0.752,0.655333,1305.65,2.87643e+08,6.38781e+07,1.17174e+08,2.79587e+07,8.24051e+08,6.46976e+08,4.99662e+08,-7.97774e+07,-4.80784e+07,-4.77331e+07,-5.85296e+07,1,330.019,118,1,149.673,4.4478,1,1,2.14927,13.341,1,1,5.11368,1.82161e+08,3.43382e+08,6.208e+08,3.82114e+08,6.6084e+06,2.13701e+08,2.6559e+08,1.61966e+08,5,1
268,4321.36,-23.3494,0.538,0.446,0.756,0.58,792.259,3.08017e+08,5.08872e+07,1.19635e+08,3.07347e+07,1.36597e+09,5.6388e+08,6.53528e+08,-7.73811e+07,-2.67409e+07,-4.62677e+07,-5.01299e+07,1,424.759,119,1,181.586,9.88731,1,1,3.96244,15.9577,1,1,5.98591,1.9379e+08,5.12458e+08,3.35938e+08,3.47395e+08,7.72859e+06,3.71626e+08,1.49748e+08,1.76368e+08,5,1
269,4319.46,-23.5415,0.594,0.522,0.814,0.643333,1255.07,4.40298e+08,2.97159e+07,1.56672e+08,1.33832e+07,1.33172e+09,9.30442e+08,7.58514e+08,-1.07397e+08,-4.29607e+07,-4.89387e+07,-6.64321e+07,1,248.081,119,1,122.694,2.96545,1,1,1.65515,13.9917,1,1,5.33056,1.60586e+08,5.10201e+08,2.13982e+09,9.3687e+08,3.30111e+06,4.16942e+08,4.09685e+08,2.76643e+08,5,1
270,4317.57,-23.3732,0.534,0.632,0.714,0.626667,1261.32,2.91737e+08,2.75186e+08,1.88975e+08,1.28225e+07,1.03265e+09,3.607e+08,4.68723e+08,-1.00078e+08,-5.33913e+07,-2.17281e+07,-5.83993e+07,1,31.2175,118,1,50.0725,1.29552,1,1,1.09851,18.068,1,1,6.68934,1.47806e+08,4.91935e+08,2.69784e+08,3.03175e+08,3.00304e+06,2.8835e+08,8.19511e+07,1.24435e+08,5,1
271,4317.57,-23.6365,0.546,0.608,0.774,0.642667,542.038,7.8676e+08,2.92032e+07,2.71988e+08,2.63674e+07,1.57845e+09,2.22133e+08,6.08983e+08,-1.32693e+08,-4.05826e+07,-3.56197e+07,-6.96317e+07,1,392.459,119,1,170.82,19.9284,1,1,7.30947,16.5889,1,1,6.19631,1.70337e+08,5.76288e+08,9.65534e+08,5.7072e+08,5.87194e+06,3.76272e+08,4.32782e+07,1.41807e+08,5,1
272,4315.67,-23.938,0.538,0.564,0.862,0.654667,620.469,3.62137e+08,1.83136e+07,1.26817e+08,5.05239e+07,1.40131e+09,6.12704e+08,6.8818e+08,-1.30477e+08,-3.03984e+07,-2.92903e+07,-6.33887e+07,1,399.194,118,1,172.731,15.6245,1,1,5.87483,13.9213,1,1,5.30709,1.4808e+08,7.3267e+08,4.54097e+08,4.44949e+08,1.39268e+07,4.05874e+08,2.22267e+08,2.14023e+08,5,1
273,4313.79,-24.1969,0.536,0.48,0.806,0.607333,1831.16,6.39989e+08,1.75707e+07,2.19187e+08,6.1698e+07,1.72026e+09,4.13809e+08,7.31922e+08,-1.05861e+08,-3.09974e+07,-2.42183e+07,-5.36923e+07,1,25.1343,119,1,48.3781,1.00537,1,1,1.00179,12.7889,1,1,4.92963,1.50592e+08,6.88989e+08,1.1022e+09,6.4726e+08,1.89817e+07,5.81507e+08,1.14907e+08,2.38465e+08,5,1
274,4313.79,-24.4727,0.464,0.468,0.802,0.578,790.806,1.83537e+08,1.45709e+07,6.60361e+07,7.79534e+07,9.26996e+08,3.02438e+08,4.35796e+08,-9.41379e+07,-2.48309e+07,-2.48415e+07,-4.79367e+07,1,361.089,119,1,160.363,13.7837,1,1,5.26124,10.9578,1,1,4.31926,1.43379e+08,1.08788e+09,1.69242e+09,9.74558e+08,2.38165e+07,2.78574e+08,1.04073e+08,1.35488e+08,5,1
275,4311.9,-24.3851,0.546,0.474,0.814,0.611333,1052.81,9.46135e+07,7.53152e+06,3.40487e+07,4.48885e+07,2.23195e+09,2.80503e+08,8.52448e+08,-9.85849e+07,-2.7299e+07,-1.93875e+07,-4.84238e+07,1,219.782,119,1,113.261,2.52863,1,1,1.50954,15.0535,1,1,5.6845,1.50726e+08,1.11857e+09,1.51332e+09,9.27541e+08,1.2468e+07,6.91955e+08,5.71977e+07,2.53874e+08,5,1
276,4310,-24.6663,0.554,0.58,0.782,0.638667,1153.21,3.42437e+08,1.27278e+07,1.18389e+08,5.25061e+07,1.84055e+09,9.23657e+08,9.38906e+08,-1.07753e+08,-4.17218e+07,-1.95048e+07,-5.63267e+07,1,297.495,119,1,139.165,4.09672,1,1,2.03224,10.672,1,1,4.22401,1.47214e+08,7.88737e+08,9.64864e+08,6.33605e+08,1.40154e+07,6.26305e+08,2.08137e+08,2.82819e+08,5,1
277,4310,-24.5726,0.5,0.636,0.786,0.640667,1.84733e+06,9.02111e+07,1.15231e+07,3.45272e+07,3.71541e+07,1.02149e+09,2.3873e+08,4.32459e+08,-9.44167e+07,-3.87367e+07,-1.90893e+07,-5.07475e+07,1,154.1,118,1,91.0333,2.97022,1,1,1.65674,3.86055,1,1,1.95352,1.58339e+08,1.09596e+09,1.28386e+09,8.46053e+08,1.07604e+07,2.26616e+08,6.2206e+07,9.98608e+07,5,1
278,4308.11,-24.7988,0.574,0.664,0.744,0.660667,1.02756e+07,2.85957e+08,1.39205e+07,1.03384e+08,6.85861e+07,5.10217e+08,6.09929e+08,3.96244e+08,-1.21284e+08,-3.8649e+07,-1.71518e+07,-5.90282e+07,1,25,119,1,48.3333,1.00782,1,1,1.00261,1.15807,1,1,1.05269,1.24487e+08,3.80188e+08,1.18428e+09,5.62986e+08,1.97687e+07,1.02788e+08,1.84241e+08,1.02266e+08,5,1
279,4306.22,-24.7707,0.62,0.656,0.82,0.698667,1.21172e+07,4.65015e+08,1.44855e+07,1.63873e+08,6.009e+07,5.51584e+08,6.53227e+08,4.21634e+08,-8.2654e+07,-3.4513e+07,-2.89885e+07,-4.87185e+07,1,243.271,118,1,120.757,2.53326,1,1,1.51109,1,1,1,1,1.46373e+08,5.03835e+08,8.7873e+08,5.09646e+08,1.73838e+07,6.61105e+07,2.87278e+08,1.23591e+08,5,1
280,4306.22,-24.5968,0.578,0.598,0.764,0.646667,2.24013e+07,6.42253e+07,1.25443e+07,3.3057e+07,8.19668e+07,2.85234e+08,4.41906e+08,2.69702e+08,-7.11973e+07,-2.98536e+07,-2.43656e+07,-4.18055e+07,1,119,119,1,79.6666,1,1,1,1,1,1,1,1,9.33559e+07,2.21597e+08,3.31409e+08,2.15454e+08,2.12157e+07,7.62965e+07,8.82056e+07,6.19059e+07,5,1
281,4304.32,-24.8218,0.654,0.598,0.716,0.656,3.95192e+07,8.97832e+07,2.16988e+07,5.03337e+07,1.20878e+08,5.72349e+08,6.18644e+08,4.3729e+08,-9.09488e+07,-3.09861e+07,-1.80888e+07,-4.66745e+07,1,119,119,1,79.6666,1,1,1,1,1,1,1,1,1.03134e+08,8.27585e+08,1.4404e+09,7.90374e+08,3.15573e+07,1.35403e+08,1.31275e+08,9.94118e+07,5,1
282,4302.43,-24.744,0.63,0.556,0.708,0.631333,3.68006e+07,7.07586e+07,1.99837e+07,4.25143e+07,9.6945e+07,5.13682e+08,8.53867e+08,4.88165e+08,-6.61562e+07,-2.84431e+07,-2.2706e+07,-3.91018e+07,1,119,119,1,79.6666,1,1,1,1,1,1,1,1,1.60218e+08,5.61293e+08,9.16709e+08,5.46073e+08,2.44659e+07,1.66019e+08,3.36586e+08,1.7569e+08,5,1
283,4302.43,-24.5886,0.65,0.578,0.728,0.652,3.72613e+07,7.26759e+07,2.41932e+07,4.47101e+07,9.51253e+07,3.80472e+08,3.02249e+08,2.59282e+08,-6.57625e+07,-3.07142e+07,-2.10874e+07,-3.9188e+07,1,119,119,1,79.6666,1,1,1,1,1,1,1.16895,1.05632,1.41609e+08,1.22714e+09,1.96901e+09,1.11259e+09,2.32473e+07,6.8989e+07,6.89636e+07,5.37333e+07,5,1
284,4300.54,-24.4412,0.69,0.608,0.74,0.679333,6.86387e+07,6.0677e+07,3.8143e+07,5.58196e+07,1.37309e+08,2.25155e+08,3.34474e+08,2.32313e+08,-7.60092e+07,-2.94182e+07,-2.57415e+07,-4.3723e+07,1,119,119,1,79.6666,1,1,1,1,1,1,1,1,1.22745e+08,6.80962e+08,1.01094e+09,6.04881e+08,2.77635e+07,4.28798e+07,7.04774e+07,4.70402e+07,5,1
