step,arc,vx,accept_0,accept_1,accept_2,accept_mean,dS_p10_0,dS_p10_1,dS_p10_2,dS_p10_mean,dS_p50_0,dS_p50_1,dS_p50_2,dS_p50_mean,d_cost_0,d_cost_1,d_cost_2,d_cost_mean,ess_final,ess_post_0,ess_post_1,ess_post_2,ess_post_mean,ess_pre_0,ess_pre_1,ess_pre_2,ess_pre_mean,evolve_attract_ess_0,evolve_attract_ess_1,evolve_attract_ess_2,evolve_attract_ess_mean,sigma_S_0,sigma_S_1,sigma_S_2,sigma_S_mean,sigma_S_bulk_0,sigma_S_bulk_1,sigma_S_bulk_2,sigma_S_bulk_mean,unique_anc0,w_max
114,4479.9,-13.0464,0.552,0.578,0.712,0.614,1177.04,2.36586e+08,1.39375e+07,8.35084e+07,1.46613e+06,3.07203e+08,2.48687e+08,1.85785e+08,-6.13159e+07,-1.78656e+07,-2.2249e+07,-3.38102e+07,1,289.948,119,1,136.649,3.00083,3.42217,1,2.47433,23.4962,1.58878,1,8.69499,8.20192e+07,1.7603e+08,7.28596e+08,3.28882e+08,169824,6.3107e+07,4.97705e+07,3.76824e+07,5,1
115,4479.9,-13.2248,0.52,0.458,0.706,0.561333,962.477,2.10429e+08,3.3773e+08,1.8272e+08,2529.44,5.03891e+08,1.74712e+09,7.50338e+08,-4.02837e+07,-9.08019e+06,-4.05693e+07,-2.99777e+07,1,215.177,119,1,111.726,5.45309,1.55739,1,2.67016,31.9598,1.33479,1,11.4315,4.92018e+07,1.67011e+08,9.0131e+08,3.72507e+08,567.079,1.18462e+08,6.52129e+08,2.56864e+08,5,1
116,4479.9,-13.3982,0.532,0.414,0.722,0.556,866.42,1534.54,1.21619e+08,4.05406e+07,1861.32,4.42189e+08,1.30666e+09,5.82951e+08,-3.05491e+07,-4.38446e+06,-3.70214e+07,-2.3985e+07,1,216.544,190.121,1,135.888,5.70722,16.6092,1,7.77213,40.7701,12.858,1,18.2093,5.03493e+07,2.80224e+08,5.39592e+08,2.90055e+08,391.571,1.65087e+08,5.45051e+08,2.36713e+08,8,1
117,4477.98,-13.5266,0.542,0.584,0.79,0.638667,730.006,247348,3.28244e+07,1.10242e+07,1513.89,3.29884e+08,1.20224e+09,5.10709e+08,-2.60725e+07,-1.08593e+07,-3.55096e+07,-2.41472e+07,1,436.086,120.336,1,185.807,12.0432,2.07489,1,5.03935,44.375,6.79187,1,17.3889,3.57011e+07,2.4719e+08,5.67826e+08,2.83572e+08,329.689,1.2289e+08,5.08976e+08,2.10622e+08,7,1
118,4477.98,-13.692,0.57,0.504,0.772,0.615333,924.605,6.67495e+07,3.57458e+08,1.41403e+08,1785.85,4.57064e+08,1.37583e+09,6.10966e+08,-2.26795e+07,-7.51054e+06,-3.17938e+07,-2.06613e+07,1,207.753,193.605,1,134.119,2.55718,2.95992,4.15987,3.22565,45.9661,1.98437,1,16.3168,8.53721e+07,2.27249e+08,6.09108e+08,3.07243e+08,346.697,1.23906e+08,3.97758e+08,1.73888e+08,6,1
119,4477.98,-13.4616,0.564,0.524,0.814,0.634,727.748,6.48113e+07,1.40497e+08,6.84362e+07,1645.21,3.45449e+08,4.411e+08,2.62183e+08,-3.04788e+07,-1.03358e+07,-2.44254e+07,-2.17467e+07,1,424.531,150.465,1,191.999,15.5818,11.662,1,9.41457,46.3898,7.59108,1,18.3269,5.57183e+07,2.04085e+08,6.3627e+08,2.98691e+08,376.432,1.16041e+08,1.22231e+08,7.9424e+07,6,1
120,4476.06,-13.597,0.528,0.476,0.648,0.550667,775.822,1797.97,2.47487e+08,8.24967e+07,1764.68,3.08999e+08,1.09496e+09,4.67986e+08,-2.78668e+07,-1.36269e+07,-2.55812e+07,-2.23583e+07,1,386.539,118.51,1,168.683,11.8591,1.39201,1,4.75037,41.3037,12.5459,1,18.2832,3.74755e+07,2.46298e+08,6.01876e+08,2.95217e+08,421.32,9.70922e+07,2.29224e+08,1.08772e+08,8,1
121,4476.06,-13.7622,0.508,0.59,0.758,0.618667,755.125,3.00167e+07,1.1069e+07,1.36955e+07,1737.86,3.27541e+08,1.2461e+09,5.24547e+08,-3.01716e+07,-1.44522e+07,-3.01771e+07,-2.49337e+07,1,330.377,131.136,1,154.171,15.5857,10.9081,1,9.16461,40.6683,2.59238,1,14.7536,4.63892e+07,2.33448e+08,7.51927e+08,3.43921e+08,418.099,9.56432e+07,2.57239e+08,1.17628e+08,5,1
122,4476.06,-13.9259,0.53,0.644,0.814,0.662667,958.652,4.22056e+07,1.58972e+07,1.93679e+07,1851.27,2.51428e+08,5.60042e+08,2.7049e+08,-2.36962e+07,-1.86469e+07,-2.40617e+07,-2.21349e+07,1,165.795,119,1,95.2651,4.84117,1,1,2.28039,49.1407,1,1.00007,17.0469,3.48003e+07,2.23946e+08,5.87911e+08,2.82219e+08,392.263,8.49031e+07,1.17513e+08,6.74723e+07,5,1
123,4474.14,-14.0716,0.552,0.608,0.772,0.644,907,9.39309e+07,2.11035e+08,1.01656e+08,1819.69,2.89947e+08,3.82088e+08,2.24012e+08,-3.69028e+07,-1.42968e+07,-2.36072e+07,-2.49356e+07,1,208.356,118,1,109.119,3.12063,1,1,1.70688,38.913,1,1,13.6377,1.05659e+08,2.12944e+08,7.57316e+08,3.5864e+08,367.052,7.19813e+07,9.59738e+07,5.59852e+07,5,1
124,4474.14,-14.0696,0.524,0.744,0.82,0.696,975.746,5.14264e+07,6.276e+08,2.26343e+08,1889.09,3.59417e+08,8.64668e+08,4.08029e+08,-3.60952e+07,-2.49528e+07,-2.60657e+07,-2.90379e+07,1,226.574,118,1,115.191,5.14105,1,1,2.38035,40.4296,1.00069,1,14.1434,5.73518e+07,2.57785e+08,9.52326e+08,4.22487e+08,389.456,8.94856e+07,2.36794e+08,1.0876e+08,5,1
125,4474.14,-13.8841,0.548,0.554,0.778,0.626667,1750.11,590.558,3.01872e+07,1.00632e+07,2997.54,5.33172e+08,3.1253e+08,2.81902e+08,-3.88217e+07,-6.09098e+06,-1.67226e+07,-2.05451e+07,1,42.09,119.06,1,54.05,1.64992,14.4201,1,5.69002,34.2653,25.1699,1,20.1451,5.00741e+07,2.73658e+08,2.0893e+08,1.77554e+08,571.191,1.92168e+08,7.83776e+07,9.01821e+07,5,1
126,4472.23,-13.7005,0.532,0.538,0.684,0.584667,1452.12,1.17924e+08,260.478,3.93084e+07,2925.9,4.66043e+08,3.38134e+08,2.6806e+08,-2.43574e+07,-1.02545e+07,-1.68861e+07,-1.7166e+07,48.7713,194.66,119,48.7713,120.81,2.89811,2.81824,48.7713,18.1626,33.9864,8.05714,12.7739,18.2725,2.92519e+07,1.88664e+08,4.07321e+08,2.08412e+08,629.99,1.6792e+08,1.42343e+08,1.03421e+08,6,0.0544567
127,4472.23,-13.6267,0.522,0.432,0.684,0.546,737.691,2.20672e+08,1.62776e+07,7.89835e+07,2018.83,4.94492e+08,2.72842e+08,2.55779e+08,-2.02739e+07,-4.67932e+06,-1.29095e+07,-1.26209e+07,1,399.693,193.265,1,197.986,17.2826,18.5975,1,12.2934,37.3198,5.36818,1,14.5626,2.86191e+07,1.85162e+08,1.32516e+08,1.15432e+08,509.463,1.61477e+08,1.16286e+08,9.25876e+07,6,1
128,4472.23,-13.8096,0.532,0.466,0.802,0.6,1153.75,2.64518e+08,2.18354e+07,9.54515e+07,2363.62,4.44349e+08,3.03775e+08,2.49376e+08,-2.3561e+07,-6.41046e+06,-2.078e+07,-1.69171e+07,1,258.38,119.05,1,126.143,5.23764,1.12895,1,2.45553,39.2137,1.19021,1,13.8013,3.57933e+07,1.56528e+08,2.3276e+08,1.41694e+08,485.494,1.25959e+08,6.34424e+07,6.3134e+07,6,1
129,4470.31,-13.6261,0.522,0.558,0.79,0.623333,783.885,1.07817e+08,5.88501e+07,5.55561e+07,1905.53,4.77861e+08,1.41647e+08,2.06503e+08,-2.04243e+07,-9.90287e+06,-2.46785e+07,-1.83352e+07,1,347.113,119,1,155.704,7.57991,1,1,3.1933,42.269,1,1,14.7563,2.99821e+07,2.16865e+08,3.75925e+08,2.07591e+08,440.115,1.56167e+08,3.56911e+07,6.39529e+07,5,1
130,4470.31,-13.8079,0.478,0.614,0.764,0.618667,963.666,2.28561e+08,1.21141e+07,8.02252e+07,2293.72,4.71154e+08,4.14954e+08,2.9537e+08,-2.72825e+07,-1.40002e+07,-1.85623e+07,-1.99483e+07,1,297.979,119.949,1,139.643,7.35455,2.52534,1,3.62663,33.7423,1.92392,1,12.2221,3.97345e+07,1.99389e+08,2.39239e+08,1.59454e+08,483.375,1.25017e+08,1.81289e+08,1.02102e+08,6,1
131,4468.39,-13.9887,0.544,0.526,0.75,0.606667,1389.63,1.67555e+08,1.35238e+08,1.00932e+08,2545.34,4.86053e+08,1.77466e+08,2.21174e+08,-2.51181e+07,-8.1005e+06,-2.63319e+07,-1.98502e+07,1,196.538,119,1,105.513,2.26112,1,1,1.42037,33.4044,1,1,11.8015,3.662e+07,1.519e+08,3.14646e+08,1.67722e+08,504.426,1.47358e+08,3.42732e+07,6.05441e+07,5,1
132,4468.39,-14.1729,0.484,0.634,0.77,0.629333,953.018,1.02581e+08,1.66745e+07,3.97521e+07,2585.27,5.04494e+08,1.99765e+08,2.34754e+08,-3.65275e+07,-1.315e+07,-2.30405e+07,-2.42393e+07,1,285.855,129.887,1,138.914,8.02034,1.02147,1,3.34727,30.1864,1,1,10.7288,5.02175e+07,2.25586e+08,1.49688e+08,1.41831e+08,607.02,1.35687e+08,4.00271e+07,5.85715e+07,5,1
133,4468.39,-14.3558,0.51,0.59,0.744,0.614667,1171.22,1.09232e+08,2.85388e+07,4.59241e+07,2854.47,2.57567e+08,1.48075e+08,1.35215e+08,-4.08256e+07,-1.48891e+07,-1.96897e+07,-2.51348e+07,1,225.679,119,1,115.226,4.13369,1,1,2.04456,28.6518,1,1,10.2173,5.39272e+07,2.33151e+08,1.50901e+08,1.45993e+08,654.368,7.11918e+07,4.14865e+07,3.75597e+07,5,1
134,4466.47,-14.54,0.5,0.558,0.648,0.568667,1469.75,1.50026e+08,2.75402e+07,5.91893e+07,3449.02,4.63847e+08,2.36007e+08,2.33286e+08,-3.87283e+07,-1.54392e+07,-2.0187e+07,-2.47848e+07,1,281.935,119,1,133.978,2.57556,1,1,1.52519,26.5166,1,1,9.50554,5.76558e+07,1.76333e+08,1.56916e+08,1.30301e+08,722.02,7.23856e+07,4.42304e+07,3.88722e+07,5,1
135,4466.47,-14.6972,0.526,0.602,0.71,0.612667,1012.41,1.6319e+08,2.28699e+07,6.20202e+07,3697.98,5.47953e+08,2.25806e+08,2.57921e+08,-4.92451e+07,-8.69461e+06,-1.56356e+07,-2.45251e+07,1,268.031,161.083,1,143.372,3.62312,11.1242,1,5.24912,24.3725,3.38934,1,9.58727,5.32988e+07,1.92722e+08,1.3181e+08,1.25944e+08,773.775,1.82518e+08,8.75705e+07,9.00297e+07,5,1
136,4466.47,-14.8798,0.486,0.412,0.694,0.530667,1317.71,8.68586e+06,4.07708e+07,1.6486e+07,268528,4.56709e+08,3.04839e+08,2.53939e+08,-4.96684e+07,-6.29236e+06,-1.283e+07,-2.29303e+07,1,238.315,234.915,1,158.077,4.18125,9.6167,1,4.93265,24.4438,3.38033,1,9.60804,6.44062e+07,2.42194e+08,1.9535e+08,1.67317e+08,19434.1,1.43001e+08,1.1314e+08,8.53866e+07,5,1
137,4464.56,-15.0655,0.506,0.694,0.73,0.643333,1513.44,660612,1.00357e+08,3.36731e+07,790327,1.51276e+08,2.37493e+08,1.29853e+08,-5.1158e+07,-1.4489e+07,-3.87541e+07,-3.48004e+07,1,199.701,134.676,1,111.792,1.78868,9.0588,1,3.94916,23.6054,1,1,8.53514,7.04382e+07,1.71206e+08,8.22664e+07,1.0797e+08,73906.6,5.76113e+07,5.54986e+07,3.77279e+07,5,1
138,4464.56,-15.2507,0.53,0.568,0.76,0.619333,1320.61,2.04147e+07,4.54285e+07,2.19482e+07,369238,2.71035e+08,2.83656e+08,1.8502e+08,-5.08382e+07,-9.41788e+06,-2.18302e+07,-2.73621e+07,1,339.818,236.983,1,192.6,3.40606,1.11767,1,1.84124,22.1946,1.2,1,8.13153,6.48477e+07,2.18538e+08,2.94361e+08,1.92582e+08,26658,4.71107e+07,1.02579e+08,4.99054e+07,5,1
139,4462.64,-15.4201,0.55,0.582,0.758,0.63,1366.31,8.80443e+07,3.28958e+07,4.03138e+07,3045.72,5.15371e+08,2.8565e+08,2.67008e+08,-4.14267e+07,-9.83211e+06,-3.84149e+07,-2.98912e+07,1,186.289,202.625,1,129.971,1.62944,3.38452,1,2.00465,26.2905,1.59322,1,9.62792,5.49828e+07,2.32074e+08,1.30058e+08,1.39038e+08,625.993,1.47155e+08,8.83262e+07,7.84941e+07,5,1
140,4462.64,-15.3662,0.504,0.584,0.822,0.636667,1130.33,1.15709e+08,7.34635e+07,6.30578e+07,2999.74,3.60558e+08,1.5575e+08,1.72104e+08,-4.93561e+07,-1.08081e+07,-1.57865e+07,-2.53169e+07,1,333.754,119,1,151.251,5.53572,1,1,2.51191,25.1588,1,1,9.05294,5.34343e+07,1.7249e+08,1.83307e+08,1.3641e+08,667.357,1.19547e+08,4.81667e+07,5.59047e+07,5,1
141,4462.64,-15.5239,0.476,0.644,0.728,0.616,1295.92,363.58,9.61513e+07,3.2051e+07,2789.83,1.88328e+08,1.57013e+08,1.15115e+08,-3.78495e+07,-1.34718e+07,-1.84668e+07,-2.32627e+07,1,298.244,118,1,139.081,5.82629,48.6107,1,18.479,31.0219,19.9783,1,17.3334,5.09536e+07,1.53499e+08,1.62621e+08,1.22358e+08,588.621,5.58696e+07,2.96482e+07,2.85061e+07,5,1
142,4460.73,-15.703,0.522,0.56,0.758,0.613333,1023.04,9.30498e+07,4.60256e+07,4.63588e+07,2297.28,4.41657e+08,2.98708e+08,2.46789e+08,-3.17541e+07,-1.62832e+07,-3.85909e+07,-2.88761e+07,1,339.673,162.484,1,167.719,6.18222,10.324,1,5.8354,34.1001,4.93125,1,13.3438,4.8401e+07,2.04838e+08,2.24889e+08,1.59376e+08,492.139,1.37821e+08,5.47837e+07,6.42016e+07,6,1
143,4460.73,-15.8643,0.52,0.57,0.624,0.571333,753.262,9.59602e+06,261.813,3.19901e+06,2308.34,4.36175e+08,3.66662e+08,2.67613e+08,-3.97893e+07,-9.8728e+06,-2.1274e+07,-2.36454e+07,44.4619,358.305,240.084,44.4619,214.283,11.3933,3.06147,44.4619,19.6389,30.656,4.26719,4.98899,13.3041,5.87674e+07,2.21575e+08,2.5139e+08,1.77244e+08,536.37,1.49854e+08,4.69221e+07,6.55923e+07,9,0.0437355
144,4458.81,-16.0138,0.53,0.492,0.804,0.608667,1226,3.59178e+07,915350,1.22781e+07,5944.62,5.60942e+08,8.0586e+07,2.13845e+08,-4.07019e+07,-7.41024e+06,-9.98328e+06,-1.93651e+07,4.75048,290.435,161.73,4.75048,152.305,3.50855,3.52552,4.75048,3.92818,22.0297,1.5971,1.41495,8.34723,6.80742e+07,2.56457e+08,1.18153e+08,1.47561e+08,968.837,2.04044e+08,3.70175e+07,8.03543e+07,5,0.396517
145,4458.81,-16.0769,0.51,0.57,0.768,0.616,795.572,5.37634e+07,1.52466e+06,1.84296e+07,3.90508e+06,4.33443e+08,2.31623e+08,2.2299e+08,-4.87799e+07,-9.91588e+06,-2.9431e+07,-2.93756e+07,1,300.464,119.205,1,140.223,10.2229,2.68798,1,4.63695,24.5137,1.59467,1,9.03614,9.14717e+07,1.95353e+08,1.05072e+08,1.30632e+08,737063,1.6193e+08,6.27574e+07,7.51413e+07,5,1
146,4456.9,-16.2495,0.522,0.528,0.726,0.592,1129.67,1.76524e+08,9.00828e+06,6.18444e+07,1.09066e+07,4.76136e+08,2.9425e+08,2.60431e+08,-5.85252e+07,-7.30349e+06,-3.55587e+07,-3.37958e+07,17.3511,199.315,164.765,17.3511,127.144,3.85421,3.17752,17.3511,8.1276,19.2016,1.79288,8.1832,9.72588,1.01489e+08,1.61422e+08,3.26221e+08,1.96377e+08,2.12095e+06,1.37526e+08,1.07744e+08,8.24639e+07,5,0.108967
147,4456.9,-16.4272,0.516,0.446,0.612,0.524667,1268.55,257.01,6.9218e+06,2.30778e+06,4.73553e+06,5.02138e+08,4.6955e+07,1.84609e+08,-6.58453e+07,-6.76419e+06,-9.32988e+06,-2.73131e+07,1,191.053,122.209,1,104.754,2.93202,63.8758,1,22.6026,20.2707,19.8297,1,13.7001,8.16297e+07,2.18464e+08,1.39614e+08,1.46569e+08,981385,2.07236e+08,1.81781e+07,7.54651e+07,5,1
148,4456.9,-16.606,0.564,0.458,0.736,0.586,817.121,1339.7,2.13015e+07,7.10123e+06,2844.47,4.86004e+08,2.45676e+08,2.43894e+08,-4.94137e+07,-9.06765e+06,-4.08628e+07,-3.31147e+07,2.40569,359.199,315.072,2.40569,225.559,11.853,13.3257,2.40569,9.19477,26.1413,11.2768,1.13423,12.8508,5.71701e+07,2.03946e+08,1.96294e+08,1.5247e+08,695.831,1.62954e+08,7.25032e+07,7.84859e+07,9,0.572593
149,4454.99,-16.7675,0.546,0.542,0.78,0.622667,1225.75,8.74329e+06,814.938,2.91511e+06,368794,3.68654e+08,2.71253e+08,2.13425e+08,-5.27619e+07,-2.16852e+07,-1.30464e+07,-2.91645e+07,26.4298,250.53,131.616,26.4298,136.192,3.97678,1.2141,26.4298,10.5402,20.3908,1.19906,14.7371,12.109,6.24058e+07,2.2588e+08,1.53288e+08,1.47191e+08,18056.9,9.32299e+07,5.52865e+07,4.95115e+07,5,0.0760821
150,4454.99,-16.8266,0.534,0.56,0.67,0.588,1562.58,416.296,361.219,780.033,1.52591e+06,4.2865e+07,2723.95,1.47979e+07,-6.00461e+07,-1.37506e+07,-2.69134e+07,-3.357e+07,2.06037,144.807,137.843,2.06037,94.9036,1.68828,34.9624,56.2925,30.9811,20.5616,24.4894,47.0969,30.716,8.23448e+07,2.32103e+08,2.94888e+08,2.03112e+08,228393,7.6455e+06,798.465,2.6249e+06,6,0.610431
151,4453.07,-16.9105,0.506,0.558,0.652,0.572,916.264,380.684,11047.8,4114.91,2.23891e+07,2.51324e+08,8.86159e+07,1.20776e+08,-7.39379e+07,-1.61635e+07,-3.3079e+07,-4.10601e+07,3.08426,408.014,354.885,3.08426,255.328,14.8459,38.3777,2.59452,18.6061,16.5378,24.6423,5.10669,15.4289,1.05873e+08,2.19129e+08,2.48233e+08,1.91078e+08,5.36778e+06,1.04948e+08,2.50482e+07,4.51214e+07,8,0.540874
152,4453.07,-16.9082,0.53,0.57,0.64,0.58,894.318,1033.2,3.93952e+07,1.31324e+07,8.35271e+06,1.09381e+08,2.24219e+08,1.13984e+08,-6.63361e+07,-1.37012e+07,-1.81899e+07,-3.27424e+07,3.85301,433.097,144.498,3.85301,193.816,7.56863,10.2988,1.86871,6.5787,21.2368,10.236,3.08927,11.5207,9.15012e+07,2.27291e+08,2.04445e+08,1.74412e+08,1.50437e+06,3.53394e+07,7.14248e+07,3.60895e+07,8,0.293699
153,4451.15,-17.0842,0.506,0.52,0.538,0.521333,635.121,942.05,1.88824e+07,6.29465e+06,3136.46,1.85546e+08,2.50393e+08,1.45314e+08,-5.55802e+07,-7.26946e+06,-2.35865e+07,-2.88121e+07,1.01768,462.016,165.584,1.01768,209.539,17.0217,2.25163,1.01829,6.76389,27.0861,19.3613,3.86528,16.7709,7.08686e+07,2.34624e+08,1.7521e+08,1.60234e+08,590.708,4.98186e+07,8.27334e+07,4.41842e+07,14,0.991246
154,4451.15,-17.2599,0.492,0.546,0.538,0.525333,825.652,551.552,3283.38,1553.53,2154.24,1.63914e+08,3.51243e+06,5.58094e+07,-4.64159e+07,-1.35469e+07,-9.27804e+06,-2.30803e+07,1.33078,338.71,245.984,1.33078,195.342,8.69449,25.1321,1.33079,11.7191,29.3624,17.0981,27.2719,24.5775,1.20826e+08,2.09403e+08,8.85568e+07,1.39595e+08,487.576,4.71607e+07,711457,1.59576e+07,12,0.861907
155,4451.15,-17.4353,0.532,0.49,0.6,0.540667,846.373,99403.5,1171.28,33807.1,2942.89,4.9572e+08,2.69412e+07,1.74221e+08,-5.68115e+07,-6.15571e+06,-1.241e+07,-2.51258e+07,1.40315,380.669,198.359,1.40315,193.477,7.0647,4.73746,1.40271,4.40163,24.9001,6.63798,33.0633,21.5338,9.62861e+07,2.61217e+08,3.52011e+08,2.36505e+08,637.133,1.3283e+08,6.79526e+06,4.6542e+07,13,0.843467
156,4449.23,-17.6113,0.502,0.58,0.64,0.574,958.932,1093.22,6.36347e+07,2.12122e+07,2712.04,1.0311e+08,4.52615e+08,1.85243e+08,-4.15807e+07,-1.36765e+07,-2.79484e+07,-2.77352e+07,1.09303,299.879,125.952,1.09303,142.308,6.18199,16.9656,1.09303,8.0802,30.4372,22.3602,3.75242,18.8499,7.31224e+07,2.40711e+08,6.66288e+08,3.26707e+08,565.451,3.42201e+07,1.66715e+08,6.69784e+07,9,0.956282
157,4449.23,-17.7463,0.5,0.542,0.592,0.544667,829.575,524.858,4.09808e+06,1.36648e+06,2593.8,1.00856e+08,3.64397e+08,1.55085e+08,-5.61903e+07,-8.32564e+06,-2.52388e+07,-2.99182e+07,1.0126,327.225,139.157,1.0126,155.798,5.60658,28.4149,1.0126,11.678,28.0547,16.2978,1.89194,15.4148,6.95892e+07,2.50057e+08,2.12967e+08,1.77538e+08,534.866,2.95477e+07,1.044e+08,4.46493e+07,12,0.993756
158,4447.32,-17.915,0.52,0.474,0.574,0.522667,954.089,467.936,1.41007e+07,4.70071e+06,4.76886e+06,6.75304e+07,1.13931e+08,6.20767e+07,-6.09229e+07,-5.8992e+06,-1.86158e+07,-2.84793e+07,1.83725,263.598,178.143,1.83725,147.859,5.13087,38.1607,1.83725,15.0429,21.5467,30.1463,4.46125,18.7181,8.23547e+07,2.57378e+08,2.53573e+08,1.97768e+08,872386,2.0844e+07,3.04385e+07,1.7385e+07,8,0.686404
159,4447.32,-18.0111,0.508,0.482,0.498,0.496,879.203,570.122,2.9529e+08,9.84304e+07,6.17411e+06,4.78859e+08,9.7724e+08,4.87424e+08,-5.90095e+07,-3.80562e+06,-2.27803e+07,-2.85318e+07,1,288.444,292.958,1,194.134,9.10135,19.3792,1,9.82686,22.7974,24.1611,1,15.9862,1.32743e+08,2.97904e+08,3.59188e+08,2.63279e+08,1.36008e+06,6.9712e+07,2.98333e+08,1.23135e+08,10,1
160,4445.41,-18.1519,0.516,0.554,0.602,0.557333,1123.53,170.29,625134,208809,9.73317e+06,6.1283e+07,6.0194e+08,2.24319e+08,-6.29818e+07,-7.33495e+06,-2.98853e+07,-3.34007e+07,3.07129,271.305,169.813,3.07129,148.063,2.60157,74.8242,3.07129,26.8323,19.4289,24.0155,8.52876,17.3244,1.29493e+08,2.55159e+08,4.54749e+08,2.798e+08,2.20386e+06,2.3708e+07,2.0825e+08,7.80539e+07,11,0.512691
161,4445.41,-18.3263,0.548,0.54,0.708,0.598667,1524.02,234.661,3.96033e+06,1.3207e+06,1.8041e+07,8.47951e+07,7.23882e+08,2.75573e+08,-8.12943e+07,-1.10637e+07,-3.81068e+07,-4.34883e+07,4.28379,169.56,119.881,4.28379,97.9084,1.59955,74.2772,4.28379,26.7202,17.5071,25.5672,5.20917,16.0945,1.41749e+08,2.44939e+08,5.33287e+08,3.06658e+08,3.78439e+06,2.59753e+07,1.71823e+08,6.71943e+07,9,0.368817
162,4443.5,-18.4691,0.562,0.534,0.666,0.587333,859.292,336.74,8.82331e+06,2.9415e+06,1.75418e+06,3.01262e+07,3.54104e+08,1.28661e+08,-5.53587e+07,-4.8806e+06,-2.47279e+07,-2.83224e+07,1.72206,466.239,210.386,1.72206,226.116,10.7197,59.8467,1.72206,24.0962,21.1323,22.1067,3.29864,15.5126,1.56265e+08,2.63603e+08,2.99421e+08,2.39763e+08,263104,1.01228e+07,1.23265e+08,4.45504e+07,8,0.752449
163,4443.5,-18.6471,0.586,0.536,0.604,0.575333,1271.59,296.769,5.26266e+08,1.75422e+08,1.93327e+07,1.62708e+07,7.89067e+08,2.7489e+08,-8.40977e+07,-5.27707e+06,-3.98379e+07,-4.30709e+07,1,128.729,126.635,1,85.4544,2.46129,83.5769,1,29.0127,19.7179,33.6753,1,18.1311,1.66705e+08,2.83671e+08,3.74761e+08,2.75046e+08,3.68654e+06,2.355e+06,1.10671e+08,3.89043e+07,9,1
164,4441.59,-18.8152,0.5,0.57,0.54,0.536667,1023.84,13536.9,385.451,4982.06,2330.93,1.66331e+08,8.8921e+08,3.51848e+08,-4.21245e+07,-1.49969e+07,-3.39403e+07,-3.03539e+07,42.3133,357.445,120.963,42.3133,173.574,4.57345,6.47833,42.3133,17.7884,30.5677,4.59734,24.3485,19.8378,1.33034e+08,3.07521e+08,6.27793e+08,3.56116e+08,507.782,2.21743e+07,2.20394e+08,8.08562e+07,7,0.0784151
165,4441.59,-18.9596,0.55,0.502,0.686,0.579333,1101.84,1250.07,1.15154e+09,3.83849e+08,2354.56,48175.5,1.32029e+09,4.40113e+08,-4.10002e+07,-6.58243e+06,-3.97751e+07,-2.91193e+07,1,314.067,121.557,1,145.541,3.92828,4.80977,1,3.24602,35.1183,18.8007,1,18.3063,6.15017e+07,2.38581e+08,4.26203e+08,2.42096e+08,513.536,4300.42,2.55392e+08,8.51322e+07,10,1
166,4439.67,-19.1299,0.5,0.536,0.682,0.572667,1004.02,1861.23,594.572,1153.27,1909.97,5.75472e+07,5.83737e+08,2.13762e+08,-2.14779e+07,-8.64318e+06,-3.50985e+07,-2.17399e+07,17.321,314.671,125.63,17.321,152.541,6.38045,7.30878,17.321,10.3367,44.7065,9.76202,23.5078,25.9921,3.59267e+07,2.05077e+08,3.76942e+08,2.05982e+08,409.442,2.30759e+07,2.4031e+08,8.77954e+07,9,0.192015
167,4439.67,-19.2839,0.542,0.52,0.652,0.571333,965.229,1398.68,3.35884e+07,1.11969e+07,1891.92,4.24045e+07,1.11827e+09,3.86894e+08,-1.99779e+07,-8.01642e+06,-2.66966e+07,-1.82303e+07,1,226.178,135.879,1,121.019,2.93528,2.4103,1,2.11519,50.838,11.1963,1,21.0114,3.33225e+07,1.84614e+08,5.50702e+08,2.56213e+08,380.297,1.39599e+07,5.05707e+08,1.73222e+08,8,1
168,4437.75,-19.4617,0.558,0.536,0.728,0.607333,701.375,2.74035e+07,2.2591e+07,1.66651e+07,1517.02,1.06695e+08,1.48356e+09,5.30085e+08,-2.31953e+07,-1.46936e+07,-2.95262e+07,-2.24717e+07,1,433.054,176.571,1,203.542,12.3345,6.84726,1,6.72727,55.6011,1.99894,1,19.5333,7.6763e+07,2.93736e+08,6.43129e+08,3.37876e+08,327.88,2.54354e+07,4.44339e+08,1.56591e+08,6,1
169,4437.75,-19.6127,0.548,0.508,0.73,0.595333,1056.51,1148.61,6.20655e+07,2.06892e+07,1952.03,1.61753e+08,1.07398e+09,4.11913e+08,-1.81398e+07,-1.31706e+07,-2.06279e+07,-1.73128e+07,1,351.182,119.256,1,157.146,5.46675,12.4898,1,6.31887,54.8879,11.6511,1,22.513,2.71478e+07,2.14528e+08,5.43614e+08,2.61763e+08,414.96,5.83922e+07,4.65592e+08,1.74661e+08,8,1
170,4435.84,-19.771,0.538,0.508,0.82,0.622,1001.45,1.13664e+08,2.41472e+07,4.59376e+07,1991.48,2.7534e+08,1.47378e+09,5.8304e+08,-2.91644e+07,-1.69282e+07,-2.89964e+07,-2.50297e+07,1,302.109,118,1,140.37,4.63016,1,1,2.21005,45.8816,1,1,15.9605,8.63817e+07,2.56397e+08,6.64372e+08,3.35717e+08,439.66,6.98474e+07,7.00245e+08,2.56698e+08,5,1
